Id;País;Ano;Quantidade;Valor
63;Tunísia;1982;0;0
64;Turquia;1982;0;0
65;Ucrânia;1982;0;0
66;Uruguai;1982;0;1871
67;Não consta na tabela;1982;0;0
68;Não declarados;1982;0;0
69;Outros;1982;22104;4255
1;Africa do Sul;1983;0;0
2;Alemanha;1983;850055;30498
3;Argélia;1983;0;0
4;Arábia Saudita;1983;0;0
5;Argentina;1983;132634;12260
6;Armênia;1983;0;0
7;Austrália;1983;0;0
8;Áustria;1983;8400;707
9;Bermudas;1983;0;0
10;Bélgica;1983;0;0
11;Bolívia;1983;0;0
12;Bósnia-Herzegovina;1983;0;0
13;Brasil;1983;0;0
14;Bulgária;1983;0;0
15;Canada;1983;0;0
16;Chile;1983;598657;101819
17;China;1983;0;0
18;Coreia do Sul, República;1983;0;0
19;Croácia;1983;0;0
20;Cuba;1983;0;0
21;Emirados Árabes Unidos;1983;0;0
22;Eslovênia;1983;0;0
23;Eslováquia;1983;0;0
24;Espanha;1983;65961;90159
25;Estados Unidos;1983;21654;0
26;França;1983;267008;78135
27;Geórgia;1983;0;0
28;Geórgia do Sul e Sandwich do Sul, Ilhas;1983;0;0
29;Grécia;1983;0;0
30;Hong Kong;1983;0;0
31;Hungria;1983;0;0
32;Indonésia;1983;0;0
33;Irlanda;1983;0;0
34;Israel;1983;0;0
35;Itália;1983;266333;32376
36;Japão;1983;0;0
37;Iugoslávia;1983;0;326
38;Líbano;1983;0;0
39;Luxemburgo;1983;0;0
40;Macedônia;1983;0;0
41;Marrocos;1983;0;0
42;México;1983;0;0
43;Moldávia;1983;0;0
44;Montenegro;1983;0;0
45;Noruega;1983;0;0
46;Nova Zelândia;1983;0;0
47;Países Baixos (Holanda);1983;0;0
48;Panamá;1983;0;0
49;Paraguai;1983;0;0
50;Peru;1983;0;0
51;Porto Rico;1983;0;0
52;Portugal;1983;1189656;531480
53;Reino Unido;1983;0;0
54;Republica Dominicana;1983;0;0
55;Romênia;1983;0;0
56;Rússia;1983;0;0
57;San Marino;1983;0;0
58;Sérvia;1983;0;0
59;Síria;1983;0;0
60;Suazilândia;1983;0;0
61;Suíça;1983;0;0
62;Tcheca, República;1983;0;0
63;Tunísia;1983;0;0
64;Turquia;1983;0;0
65;Ucrânia;1983;0;0
66;Uruguai;1983;0;1871
67;Não consta na tabela;1983;0;0
68;Não declarados;1983;0;0
69;Outros;1983;6738;4255
1;Africa do Sul;1984;0;0
2;Alemanha;1984;586645;30498
3;Argélia;1984;0;0
4;Arábia Saudita;1984;0;0
5;Argentina;1984;42438;12260
6;Armênia;1984;0;0
7;Austrália;1984;0;0
8;Áustria;1984;0;707
9;Bermudas;1984;0;0
10;Bélgica;1984;0;0
11;Bolívia;1984;0;0
12;Bósnia-Herzegovina;1984;0;0
13;Brasil;1984;0;0
14;Bulgária;1984;0;0
15;Canada;1984;0;0
16;Chile;1984;490217;101819
17;China;1984;0;0
18;Coreia do Sul, República;1984;0;0
19;Croácia;1984;0;0
20;Cuba;1984;0;0
21;Emirados Árabes Unidos;1984;0;0
22;Eslovênia;1984;0;0
23;Eslováquia;1984;0;0
24;Espanha;1984;7200;90159
25;Estados Unidos;1984;0;0
26;França;1984;117087;78135
27;Geórgia;1984;0;0
28;Geórgia do Sul e Sandwich do Sul, Ilhas;1984;0;0
29;Grécia;1984;0;0
30;Hong Kong;1984;0;0
31;Hungria;1984;0;0
32;Indonésia;1984;0;0
33;Irlanda;1984;0;0
34;Israel;1984;0;0
35;Itália;1984;132321;32376
36;Japão;1984;0;0
37;Iugoslávia;1984;0;326
38;Líbano;1984;0;0
39;Luxemburgo;1984;0;0
40;Macedônia;1984;0;0
41;Marrocos;1984;0;0
42;México;1984;0;0
43;Moldávia;1984;0;0
44;Montenegro;1984;0;0
45;Noruega;1984;0;0
46;Nova Zelândia;1984;0;0
47;Países Baixos (Holanda);1984;0;0
48;Panamá;1984;0;0
49;Paraguai;1984;0;0
50;Peru;1984;0;0
51;Porto Rico;1984;0;0
52;Portugal;1984;536706;531480
53;Reino Unido;1984;0;0
54;Republica Dominicana;1984;0;0
55;Romênia;1984;0;0
56;Rússia;1984;0;0
57;San Marino;1984;0;0
58;Sérvia;1984;0;0
59;Síria;1984;0;0
60;Suazilândia;1984;0;0
61;Suíça;1984;0;0
62;Tcheca, República;1984;0;0
63;Tunísia;1984;0;0
64;Turquia;1984;0;0
65;Ucrânia;1984;0;0
66;Uruguai;1984;0;1871
67;Não consta na tabela;1984;0;0
68;Não declarados;1984;0;0
69;Outros;1984;26490;4255
1;Africa do Sul;1985;0;0
2;Alemanha;1985;1069717;30498
3;Argélia;1985;0;0
4;Arábia Saudita;1985;0;0
5;Argentina;1985;114570;12260
6;Armênia;1985;0;0
7;Austrália;1985;0;0
8;Áustria;1985;11830;707
9;Bermudas;1985;0;0
10;Bélgica;1985;0;0
11;Bolívia;1985;0;0
12;Bósnia-Herzegovina;1985;0;0
13;Brasil;1985;0;0
14;Bulgária;1985;0;0
15;Canada;1985;0;0
16;Chile;1985;1114665;101819
17;China;1985;0;0
18;Coreia do Sul, República;1985;0;0
19;Croácia;1985;0;0
20;Cuba;1985;0;0
21;Emirados Árabes Unidos;1985;0;0
22;Eslovênia;1985;0;0
23;Eslováquia;1985;0;0
24;Espanha;1985;61924;90159
25;Estados Unidos;1985;11025;0
26;França;1985;540136;78135
27;Geórgia;1985;0;0
28;Geórgia do Sul e Sandwich do Sul, Ilhas;1985;0;0
29;Grécia;1985;0;0
30;Hong Kong;1985;0;0
31;Hungria;1985;0;0
32;Indonésia;1985;0;0
33;Irlanda;1985;0;0
34;Israel;1985;0;0
35;Itália;1985;327976;32376
36;Japão;1985;0;0
37;Iugoslávia;1985;14238;326
38;Líbano;1985;0;0
39;Luxemburgo;1985;0;0
40;Macedônia;1985;0;0
41;Marrocos;1985;0;0
42;México;1985;0;0
43;Moldávia;1985;0;0
44;Montenegro;1985;0;0
45;Noruega;1985;0;0
46;Nova Zelândia;1985;0;0
47;Países Baixos (Holanda);1985;0;0
48;Panamá;1985;0;0
49;Paraguai;1985;0;0
50;Peru;1985;0;0
51;Porto Rico;1985;0;0
52;Portugal;1985;1484998;531480
53;Reino Unido;1985;0;0
54;Republica Dominicana;1985;0;0
55;Romênia;1985;0;0
56;Rússia;1985;0;0
57;San Marino;1985;0;0
58;Sérvia;1985;0;0
59;Síria;1985;0;0
60;Suazilândia;1985;0;0
61;Suíça;1985;0;0
62;Tcheca, República;1985;0;0
63;Tunísia;1985;0;0
64;Turquia;1985;0;0
65;Ucrânia;1985;0;0
66;Uruguai;1985;0;1871
67;Não consta na tabela;1985;0;0
68;Não declarados;1985;0;0
69;Outros;1985;5400;4255
1;Africa do Sul;1986;0;0
2;Alemanha;1986;2357113;30498
3;Argélia;1986;0;0
4;Arábia Saudita;1986;0;0
5;Argentina;1986;170413;12260
6;Armênia;1986;0;0
7;Austrália;1986;0;0
8;Áustria;1986;1740;707
9;Bermudas;1986;0;0
10;Bélgica;1986;0;0
11;Bolívia;1986;0;0
12;Bósnia-Herzegovina;1986;0;0
13;Brasil;1986;0;0
14;Bulgária;1986;0;0
15;Canada;1986;0;0
16;Chile;1986;1347894;101819
17;China;1986;0;0
18;Coreia do Sul, República;1986;0;0
19;Croácia;1986;0;0
20;Cuba;1986;0;0
21;Emirados Árabes Unidos;1986;0;0
22;Eslovênia;1986;0;0
23;Eslováquia;1986;0;0
24;Espanha;1986;52429;90159
25;Estados Unidos;1986;5796;0
26;França;1986;625421;78135
27;Geórgia;1986;0;0
28;Geórgia do Sul e Sandwich do Sul, Ilhas;1986;0;0
29;Grécia;1986;0;0
30;Hong Kong;1986;0;0
31;Hungria;1986;0;0
32;Indonésia;1986;0;0
33;Irlanda;1986;0;0
34;Israel;1986;0;0
35;Itália;1986;430029;32376
36;Japão;1986;0;0
37;Iugoslávia;1986;0;326
38;Líbano;1986;0;0
39;Luxemburgo;1986;0;0
40;Macedônia;1986;0;0
41;Marrocos;1986;0;0
42;México;1986;0;0
43;Moldávia;1986;0;0
44;Montenegro;1986;0;0
45;Noruega;1986;0;0
46;Nova Zelândia;1986;0;0
47;Países Baixos (Holanda);1986;0;0
48;Panamá;1986;0;0
49;Paraguai;1986;0;0
50;Peru;1986;0;0
51;Porto Rico;1986;0;0
52;Portugal;1986;2270772;531480
53;Reino Unido;1986;0;0
54;Republica Dominicana;1986;0;0
55;Romênia;1986;0;0
56;Rússia;1986;0;0
57;San Marino;1986;0;0
58;Sérvia;1986;0;0
59;Síria;1986;0;0
60;Suazilândia;1986;0;0
61;Suíça;1986;0;0
62;Tcheca, República;1986;0;0
63;Tunísia;1986;0;0
64;Turquia;1986;0;0
65;Ucrânia;1986;0;0
66;Uruguai;1986;0;1871
67;Não consta na tabela;1986;0;0
68;Não declarados;1986;0;0
69;Outros;1986;15717;4255
1;Africa do Sul;1987;0;0
2;Alemanha;1987;1307519;30498
3;Argélia;1987;0;0
4;Arábia Saudita;1987;0;0
5;Argentina;1987;98854;12260
6;Armênia;1987;0;0
7;Austrália;1987;0;0
8;Áustria;1987;2520;707
9;Bermudas;1987;0;0
10;Bélgica;1987;0;0
11;Bolívia;1987;0;0
12;Bósnia-Herzegovina;1987;0;0
13;Brasil;1987;0;0
14;Bulgária;1987;0;0
15;Canada;1987;0;0
16;Chile;1987;914549;101819
17;China;1987;0;0
18;Coreia do Sul, República;1987;0;0
19;Croácia;1987;0;0
20;Cuba;1987;0;0
21;Emirados Árabes Unidos;1987;0;0
22;Eslovênia;1987;0;0
23;Eslováquia;1987;0;0
24;Espanha;1987;71472;90159
25;Estados Unidos;1987;16517;0
26;França;1987;340250;78135
27;Geórgia;1987;0;0
28;Geórgia do Sul e Sandwich do Sul, Ilhas;1987;0;0
29;Grécia;1987;0;0
30;Hong Kong;1987;0;0
31;Hungria;1987;0;0
32;Indonésia;1987;0;0
33;Irlanda;1987;0;0
34;Israel;1987;0;0
35;Itália;1987;306950;32376
36;Japão;1987;0;0
37;Iugoslávia;1987;17835;326
38;Líbano;1987;0;0
39;Luxemburgo;1987;0;0
40;Macedônia;1987;0;0
41;Marrocos;1987;0;0
42;México;1987;0;0
43;Moldávia;1987;0;0
44;Montenegro;1987;0;0
45;Noruega;1987;0;0
46;Nova Zelândia;1987;0;0
47;Países Baixos (Holanda);1987;0;0
48;Panamá;1987;0;0
49;Paraguai;1987;0;0
50;Peru;1987;0;0
51;Porto Rico;1987;0;0
52;Portugal;1987;1477093;531480
53;Reino Unido;1987;0;0
54;Republica Dominicana;1987;0;0
55;Romênia;1987;0;0
56;Rússia;1987;0;0
57;San Marino;1987;0;0
58;Sérvia;1987;0;0
59;Síria;1987;0;0
60;Suazilândia;1987;0;0
61;Suíça;1987;0;0
62;Tcheca, República;1987;0;0
63;Tunísia;1987;0;0
64;Turquia;1987;0;0
65;Ucrânia;1987;0;0
66;Uruguai;1987;0;1871
67;Não consta na tabela;1987;0;0
68;Não declarados;1987;0;0
69;Outros;1987;28;4255
1;Africa do Sul;1988;0;0
2;Alemanha;1988;2029271;30498
3;Argélia;1988;0;0
4;Arábia Saudita;1988;0;0
5;Argentina;1988;414931;12260
6;Armênia;1988;0;0
7;Austrália;1988;0;0
8;Áustria;1988;1800;707
9;Bermudas;1988;0;0
10;Bélgica;1988;0;0
11;Bolívia;1988;0;0
12;Bósnia-Herzegovina;1988;0;0
13;Brasil;1988;0;0
14;Bulgária;1988;0;0
15;Canada;1988;0;0
16;Chile;1988;1240065;101819
17;China;1988;0;0
18;Coreia do Sul, República;1988;0;0
19;Croácia;1988;0;0
20;Cuba;1988;0;0
21;Emirados Árabes Unidos;1988;0;0
22;Eslovênia;1988;0;0
23;Eslováquia;1988;0;0
24;Espanha;1988;67339;90159
25;Estados Unidos;1988;6120;0
26;França;1988;435573;78135
27;Geórgia;1988;0;0
28;Geórgia do Sul e Sandwich do Sul, Ilhas;1988;0;0
29;Grécia;1988;0;0
30;Hong Kong;1988;0;0
31;Hungria;1988;0;0
32;Indonésia;1988;0;0
33;Irlanda;1988;0;0
34;Israel;1988;0;0
35;Itália;1988;410419;32376
36;Japão;1988;0;0
37;Iugoslávia;1988;20160;326
38;Líbano;1988;0;0
39;Luxemburgo;1988;0;0
40;Macedônia;1988;0;0
41;Marrocos;1988;0;0
42;México;1988;0;0
43;Moldávia;1988;0;0
44;Montenegro;1988;0;0
45;Noruega;1988;0;0
46;Nova Zelândia;1988;0;0
47;Países Baixos (Holanda);1988;0;0
48;Panamá;1988;0;0
49;Paraguai;1988;0;0
50;Peru;1988;0;0
51;Porto Rico;1988;0;0
52;Portugal;1988;1454323;531480
53;Reino Unido;1988;0;0
54;Republica Dominicana;1988;0;0
55;Romênia;1988;0;0
56;Rússia;1988;0;0
57;San Marino;1988;0;0
58;Sérvia;1988;0;0
59;Síria;1988;0;0
60;Suazilândia;1988;0;0
61;Suíça;1988;0;0
62;Tcheca, República;1988;0;0
63;Tunísia;1988;0;0
64;Turquia;1988;0;0
65;Ucrânia;1988;0;0
66;Uruguai;1988;0;1871
67;Não consta na tabela;1988;0;0
68;Não declarados;1988;0;0
69;Outros;1988;435;4255
1;Africa do Sul;1989;0;0
2;Alemanha;1989;2885143;30498
3;Argélia;1989;0;0
4;Arábia Saudita;1989;0;0
5;Argentina;1989;716062;12260
6;Armênia;1989;0;0
7;Austrália;1989;0;0
8;Áustria;1989;0;707
9;Bermudas;1989;0;0
10;Bélgica;1989;0;0
11;Bolívia;1989;0;0
12;Bósnia-Herzegovina;1989;0;0
13;Brasil;1989;0;0
14;Bulgária;1989;0;0
15;Canada;1989;0;0
16;Chile;1989;2020687;101819
17;China;1989;0;0
18;Coreia do Sul, República;1989;0;0
19;Croácia;1989;0;0
20;Cuba;1989;0;0
21;Emirados Árabes Unidos;1989;0;0
22;Eslovênia;1989;0;0
23;Eslováquia;1989;0;0
24;Espanha;1989;54954;90159
25;Estados Unidos;1989;14400;0
26;França;1989;701300;78135
27;Geórgia;1989;0;0
28;Geórgia do Sul e Sandwich do Sul, Ilhas;1989;0;0
29;Grécia;1989;0;0
30;Hong Kong;1989;0;0
31;Hungria;1989;0;0
32;Indonésia;1989;0;0
33;Irlanda;1989;0;0
34;Israel;1989;0;0
35;Itália;1989;750290;32376
36;Japão;1989;0;0
37;Iugoslávia;1989;17100;326
38;Líbano;1989;0;0
39;Luxemburgo;1989;0;0
40;Macedônia;1989;0;0
41;Marrocos;1989;0;0
42;México;1989;0;0
43;Moldávia;1989;0;0
44;Montenegro;1989;0;0
45;Noruega;1989;0;0
46;Nova Zelândia;1989;0;0
47;Países Baixos (Holanda);1989;0;0
48;Panamá;1989;0;0
49;Paraguai;1989;0;0
50;Peru;1989;0;0
51;Porto Rico;1989;0;0
52;Portugal;1989;1690391;531480
53;Reino Unido;1989;0;0
54;Republica Dominicana;1989;0;0
55;Romênia;1989;0;0
56;Rússia;1989;0;0
57;San Marino;1989;0;0
58;Sérvia;1989;0;0
59;Síria;1989;0;0
60;Suazilândia;1989;0;0
61;Suíça;1989;0;0
62;Tcheca, República;1989;0;0
63;Tunísia;1989;0;0
64;Turquia;1989;0;0
65;Ucrânia;1989;0;0
66;Uruguai;1989;0;1871
67;Não consta na tabela;1989;0;0
68;Não declarados;1989;0;0
69;Outros;1989;10788;4255
1;Africa do Sul;1990;0;0
2;Alemanha;1990;3342223;30498
3;Argélia;1990;0;0
4;Arábia Saudita;1990;0;0
5;Argentina;1990;455774;12260
6;Armênia;1990;0;0
7;Austrália;1990;0;0
8;Áustria;1990;0;707
9;Bermudas;1990;0;0
10;Bélgica;1990;0;0
11;Bolívia;1990;0;0
12;Bósnia-Herzegovina;1990;0;0
13;Brasil;1990;0;0
14;Bulgária;1990;0;0
15;Canada;1990;0;0
16;Chile;1990;1530497;101819
17;China;1990;0;0
18;Coreia do Sul, República;1990;0;0
19;Croácia;1990;0;0
20;Cuba;1990;0;0
21;Emirados Árabes Unidos;1990;0;0
22;Eslovênia;1990;0;0
23;Eslováquia;1990;0;0
24;Espanha;1990;132157;90159
25;Estados Unidos;1990;27900;0
26;França;1990;479460;78135
27;Geórgia;1990;0;0
28;Geórgia do Sul e Sandwich do Sul, Ilhas;1990;0;0
29;Grécia;1990;0;0
30;Hong Kong;1990;0;0
31;Hungria;1990;0;0
32;Indonésia;1990;0;0
33;Irlanda;1990;0;0
34;Israel;1990;0;0
35;Itália;1990;497616;32376
36;Japão;1990;0;0
37;Iugoslávia;1990;38640;326
38;Líbano;1990;0;0
39;Luxemburgo;1990;0;0
40;Macedônia;1990;0;0
41;Marrocos;1990;0;0
42;México;1990;0;0
43;Moldávia;1990;0;0
44;Montenegro;1990;0;0
45;Noruega;1990;0;0
46;Nova Zelândia;1990;0;0
47;Países Baixos (Holanda);1990;0;0
48;Panamá;1990;0;0
49;Paraguai;1990;0;0
50;Peru;1990;0;0
51;Porto Rico;1990;0;0
52;Portugal;1990;1423882;531480
53;Reino Unido;1990;0;0
54;Republica Dominicana;1990;0;0
55;Romênia;1990;0;0
56;Rússia;1990;0;0
57;San Marino;1990;0;0
58;Sérvia;1990;0;0
59;Síria;1990;0;0
60;Suazilândia;1990;0;0
61;Suíça;1990;0;0
62;Tcheca, República;1990;0;0
63;Tunísia;1990;0;0
64;Turquia;1990;0;0
65;Ucrânia;1990;0;0
66;Uruguai;1990;0;1871
67;Não consta na tabela;1990;0;0
68;Não declarados;1990;0;0
69;Outros;1990;65835;4255
1;Africa do Sul;1991;0;0
2;Alemanha;1991;3096425;30498
3;Argélia;1991;0;0
4;Arábia Saudita;1991;0;0
5;Argentina;1991;852441;12260
6;Armênia;1991;0;0
7;Austrália;1991;0;0
8;Áustria;1991;6180;707
9;Bermudas;1991;0;0
10;Bélgica;1991;0;0
11;Bolívia;1991;0;0
12;Bósnia-Herzegovina;1991;0;0
13;Brasil;1991;0;0
14;Bulgária;1991;0;0
15;Canada;1991;0;0
16;Chile;1991;1424430;101819
17;China;1991;0;0
18;Coreia do Sul, República;1991;0;0
19;Croácia;1991;0;0
20;Cuba;1991;0;0
21;Emirados Árabes Unidos;1991;0;0
22;Eslovênia;1991;0;0
23;Eslováquia;1991;0;0
24;Espanha;1991;52892;90159
25;Estados Unidos;1991;25655;0
26;França;1991;503488;78135
27;Geórgia;1991;0;0
28;Geórgia do Sul e Sandwich do Sul, Ilhas;1991;0;0
29;Grécia;1991;0;0
30;Hong Kong;1991;0;0
31;Hungria;1991;0;0
32;Indonésia;1991;0;0
33;Irlanda;1991;0;0
34;Israel;1991;0;0
35;Itália;1991;566035;32376
36;Japão;1991;0;0
37;Iugoslávia;1991;25650;326
38;Líbano;1991;0;0
39;Luxemburgo;1991;0;0
40;Macedônia;1991;0;0
41;Marrocos;1991;0;0
42;México;1991;0;0
43;Moldávia;1991;0;0
44;Montenegro;1991;0;0
45;Noruega;1991;0;0
46;Nova Zelândia;1991;0;0
47;Países Baixos (Holanda);1991;0;0
48;Panamá;1991;0;0
49;Paraguai;1991;0;0
50;Peru;1991;0;0
51;Porto Rico;1991;0;0
52;Portugal;1991;1361858;531480
53;Reino Unido;1991;0;0
54;Republica Dominicana;1991;0;0
55;Romênia;1991;0;0
56;Rússia;1991;0;0
57;San Marino;1991;0;0
58;Sérvia;1991;0;0
59;Síria;1991;0;0
60;Suazilândia;1991;0;0
61;Suíça;1991;0;0
62;Tcheca, República;1991;0;0
63;Tunísia;1991;0;0
64;Turquia;1991;0;0
65;Ucrânia;1991;0;0
66;Uruguai;1991;0;1871
67;Não consta na tabela;1991;0;0
68;Não declarados;1991;0;0
69;Outros;1991;97662;4255
1;Africa do Sul;1992;0;0
2;Alemanha;1992;2515557;30498
3;Argélia;1992;0;0
4;Arábia Saudita;1992;0;0
5;Argentina;1992;444896;12260
6;Armênia;1992;0;0
7;Austrália;1992;0;0
8;Áustria;1992;0;707
9;Bermudas;1992;0;0
10;Bélgica;1992;20700;0
11;Bolívia;1992;0;0
12;Bósnia-Herzegovina;1992;0;0
13;Brasil;1992;0;0
14;Bulgária;1992;0;0
15;Canada;1992;0;0
16;Chile;1992;1073114;101819
17;China;1992;0;0
18;Coreia do Sul, República;1992;0;0
19;Croácia;1992;0;0
20;Cuba;1992;0;0
21;Emirados Árabes Unidos;1992;0;0
22;Eslovênia;1992;0;0
23;Eslováquia;1992;0;0
24;Espanha;1992;51921;90159
25;Estados Unidos;1992;16836;0
26;França;1992;356417;78135
27;Geórgia;1992;0;0
28;Geórgia do Sul e Sandwich do Sul, Ilhas;1992;0;0
29;Grécia;1992;0;0
30;Hong Kong;1992;0;0
31;Hungria;1992;0;0
32;Indonésia;1992;0;0
33;Irlanda;1992;0;0
34;Israel;1992;0;0
35;Itália;1992;540439;32376
36;Japão;1992;0;0
37;Iugoslávia;1992;25596;326
38;Líbano;1992;0;0
39;Luxemburgo;1992;0;0
40;Macedônia;1992;0;0
41;Marrocos;1992;0;0
42;México;1992;0;0
43;Moldávia;1992;0;0
44;Montenegro;1992;0;0
45;Noruega;1992;0;0
46;Nova Zelândia;1992;0;0
47;Países Baixos (Holanda);1992;0;0
48;Panamá;1992;0;0
49;Paraguai;1992;0;0
50;Peru;1992;0;0
51;Porto Rico;1992;0;0
52;Portugal;1992;1034446;531480
53;Reino Unido;1992;0;0
54;Republica Dominicana;1992;0;0
55;Romênia;1992;0;0
56;Rússia;1992;0;0
57;San Marino;1992;0;0
58;Sérvia;1992;0;0
59;Síria;1992;0;0
60;Suazilândia;1992;0;0
61;Suíça;1992;0;0
62;Tcheca, República;1992;0;0
63;Tunísia;1992;0;0
64;Turquia;1992;0;0
65;Ucrânia;1992;0;0
66;Uruguai;1992;11247;1871
67;Não consta na tabela;1992;0;0
68;Não declarados;1992;0;0
69;Outros;1992;24465;4255
1;Africa do Sul;1993;0;0
2;Alemanha;1993;5721360;30498
3;Argélia;1993;0;0
4;Arábia Saudita;1993;0;0
5;Argentina;1993;359542;12260
6;Armênia;1993;0;0
7;Austrália;1993;0;0
8;Áustria;1993;3580;707
9;Bermudas;1993;0;0
10;Bélgica;1993;882;0
11;Bolívia;1993;0;0
12;Bósnia-Herzegovina;1993;0;0
13;Brasil;1993;0;0
14;Bulgária;1993;0;0
15;Canada;1993;0;0
16;Chile;1993;1633996;101819
17;China;1993;0;0
18;Coreia do Sul, República;1993;0;0
19;Croácia;1993;0;0
20;Cuba;1993;0;0
21;Emirados Árabes Unidos;1993;0;0
22;Eslovênia;1993;0;0
23;Eslováquia;1993;0;0
24;Espanha;1993;48534;90159
25;Estados Unidos;1993;77914;0
26;França;1993;924323;78135
27;Geórgia;1993;0;0
28;Geórgia do Sul e Sandwich do Sul, Ilhas;1993;0;0
29;Grécia;1993;0;0
30;Hong Kong;1993;0;0
31;Hungria;1993;0;0
32;Indonésia;1993;0;0
33;Irlanda;1993;0;0
34;Israel;1993;0;0
35;Itália;1993;1333424;32376
36;Japão;1993;0;0
37;Iugoslávia;1993;8550;326
38;Líbano;1993;0;0
39;Luxemburgo;1993;0;0
40;Macedônia;1993;0;0
41;Marrocos;1993;0;0
42;México;1993;0;0
43;Moldávia;1993;0;0
44;Montenegro;1993;0;0
45;Noruega;1993;0;0
46;Nova Zelândia;1993;0;0
47;Países Baixos (Holanda);1993;0;0
48;Panamá;1993;0;0
49;Paraguai;1993;0;0
50;Peru;1993;0;0
51;Porto Rico;1993;0;0
52;Portugal;1993;1678448;531480
53;Reino Unido;1993;0;0
54;Republica Dominicana;1993;0;0
55;Romênia;1993;0;0
56;Rússia;1993;0;0
57;San Marino;1993;0;0
58;Sérvia;1993;0;0
59;Síria;1993;0;0
60;Suazilândia;1993;0;0
61;Suíça;1993;0;0
62;Tcheca, República;1993;0;0
63;Tunísia;1993;0;0
64;Turquia;1993;0;0
65;Ucrânia;1993;0;0
66;Uruguai;1993;33040;1871
67;Não consta na tabela;1993;0;0
68;Não declarados;1993;0;0
69;Outros;1993;146730;4255
1;Africa do Sul;1994;0;0
2;Alemanha;1994;11047710;30498
3;Argélia;1994;0;0
4;Arábia Saudita;1994;0;0
5;Argentina;1994;446315;12260
6;Armênia;1994;0;0
7;Austrália;1994;0;0
8;Áustria;1994;910;707
9;Bermudas;1994;0;0
10;Bélgica;1994;0;0
11;Bolívia;1994;0;0
12;Bósnia-Herzegovina;1994;0;0
13;Brasil;1994;0;0
14;Bulgária;1994;0;0
15;Canada;1994;0;0
16;Chile;1994;2347724;101819
17;China;1994;0;0
18;Coreia do Sul, República;1994;0;0
19;Croácia;1994;0;0
20;Cuba;1994;0;0
21;Emirados Árabes Unidos;1994;0;0
22;Eslovênia;1994;0;0
23;Eslováquia;1994;0;0
24;Espanha;1994;166267;90159
25;Estados Unidos;1994;93789;0
26;França;1994;1821215;78135
27;Geórgia;1994;0;0
28;Geórgia do Sul e Sandwich do Sul, Ilhas;1994;0;0
29;Grécia;1994;0;0
30;Hong Kong;1994;0;0
31;Hungria;1994;0;0
32;Indonésia;1994;0;0
33;Irlanda;1994;0;0
34;Israel;1994;0;0
35;Itália;1994;2745848;32376
36;Japão;1994;0;0
37;Iugoslávia;1994;25920;326
38;Líbano;1994;0;0
39;Luxemburgo;1994;0;0
40;Macedônia;1994;0;0
41;Marrocos;1994;0;0
42;México;1994;0;0
43;Moldávia;1994;0;0
44;Montenegro;1994;0;0
45;Noruega;1994;0;0
46;Nova Zelândia;1994;0;0
47;Países Baixos (Holanda);1994;0;0
48;Panamá;1994;0;0
49;Paraguai;1994;0;0
50;Peru;1994;0;0
51;Porto Rico;1994;0;0
52;Portugal;1994;2549247;531480
53;Reino Unido;1994;0;0
54;Republica Dominicana;1994;0;0
55;Romênia;1994;0;0
56;Rússia;1994;0;0
57;San Marino;1994;0;0
58;Sérvia;1994;0;0
59;Síria;1994;0;0
60;Suazilândia;1994;0;0
61;Suíça;1994;0;0
62;Tcheca, República;1994;0;0
63;Tunísia;1994;0;0
64;Turquia;1994;0;0
65;Ucrânia;1994;0;0
66;Uruguai;1994;35219;1871
67;Não consta na tabela;1994;0;0
68;Não declarados;1994;0;0
69;Outros;1994;174758;4255
1;Africa do Sul;1995;0;0
2;Alemanha;1995;11919346;30498
3;Argélia;1995;0;0
4;Arábia Saudita;1995;0;0
5;Argentina;1995;1397904;12260
6;Armênia;1995;0;0
7;Austrália;1995;0;0
8;Áustria;1995;1080;707
9;Bermudas;1995;0;0
10;Bélgica;1995;0;0
11;Bolívia;1995;0;0
12;Bósnia-Herzegovina;1995;0;0
13;Brasil;1995;0;0
14;Bulgária;1995;0;0
15;Canada;1995;0;0
16;Chile;1995;2622381;101819
17;China;1995;0;0
18;Coreia do Sul, República;1995;0;0
19;Croácia;1995;0;0
20;Cuba;1995;0;0
21;Emirados Árabes Unidos;1995;0;0
22;Eslovênia;1995;0;0
23;Eslováquia;1995;0;0
24;Espanha;1995;385466;90159
25;Estados Unidos;1995;142331;0
26;França;1995;2043172;78135
27;Geórgia;1995;0;0
28;Geórgia do Sul e Sandwich do Sul, Ilhas;1995;0;0
29;Grécia;1995;0;0
30;Hong Kong;1995;0;0
31;Hungria;1995;0;0
32;Indonésia;1995;0;0
33;Irlanda;1995;0;0
34;Israel;1995;0;0
35;Itália;1995;3859353;32376
36;Japão;1995;0;0
37;Iugoslávia;1995;51840;326
38;Líbano;1995;0;0
39;Luxemburgo;1995;0;0
40;Macedônia;1995;0;0
41;Marrocos;1995;0;0
42;México;1995;0;0
43;Moldávia;1995;0;0
44;Montenegro;1995;0;0
45;Noruega;1995;0;0
46;Nova Zelândia;1995;0;0
47;Países Baixos (Holanda);1995;0;0
48;Panamá;1995;0;0
49;Paraguai;1995;0;0
50;Peru;1995;0;0
51;Porto Rico;1995;0;0
52;Portugal;1995;5442249;531480
53;Reino Unido;1995;0;0
54;Republica Dominicana;1995;0;0
